Id,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,GrLivArea,KitchenQual,OpenPorchSF,SalePrice,PropertyAge,TotalBedsNBaths,GarageCarsNArea,HasFireplace,HasWoodDeck,GarageAttached,FoundationPConc,FoundationCBlock,FoundationBrkTil,NH_NAmes,NH_CollgCr,NH_OldTown,NH_Others,HouseStyle_1Story,HouseStyle_2Story
2369,21.0,1680,6,236.0,3,3,672.0,3,1218,3,0,91500,35,9.0,0.0,0,1,0.0,0,1,0,0,0,0,1,0,1
547,70.0,7703,6,0.0,4,4,816.0,5,1730,4,91,171500,17,9.0,1056.0,0,0,1.0,1,0,0,0,0,0,1,0,1
2428,43.0,3013,7,145.0,4,4,1362.0,5,1506,4,20,213490,1,8.0,880.0,1,1,1.0,1,0,0,0,0,0,1,1,0
432,97.0,13478,10,420.0,5,5,1722.0,5,2296,5,274,451950,1,14.0,2526.0,1,1,0.0,1,0,0,0,0,0,1,0,1
524,85.0,11003,10,160.0,5,5,1017.0,5,2007,5,52,310000,1,14.0,2436.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1011,101.0,13543,8,130.0,4,5,1168.0,5,2500,5,32,355000,3,13.0,2049.0,1,1,0.0,1,0,0,0,0,0,1,0,1
2261,68.0,8298,8,96.7822514379622,4,4,1546.0,5,1564,5,0,267300,1,8.0,1004.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1268,60.0,7200,5,0.0,3,2,876.0,3,876,3,0,94000,57,6.0,1152.0,1,0,0.0,0,1,0,1,0,0,0,1,0
182,68.0,9656,2,0.0,3,2,678.0,3,832,3,0,12789,87,6.0,1560.0,1,0,0.0,0,0,1,0,0,1,1,1,0
1646,78.0,12090,6,74.0,3,4,585.0,5,1868,3,112,178000,23,11.0,954.0,1,1,0.0,0,1,0,0,0,0,1,0,0
1503,92.0,12108,4,270.0,3,3,1440.0,3,1440,2,0,118000,53,10.0,0.0,0,0,0.0,0,1,0,0,0,0,1,1,0
1648,93.0,12299,7,67.0,3,4,1529.0,3,1664,4,0,213000,29,10.0,1326.0,1,0,1.0,0,1,0,0,0,0,1,1,0
64,92.0,11764,8,348.0,4,4,1152.0,5,2270,4,57,290000,11,12.0,2013.0,1,1,1.0,1,0,0,0,0,0,1,0,1
1245,75.0,10425,5,0.0,3,3,1104.0,4,1104,3,0,133000,52,7.0,384.0,0,0,1.0,0,1,0,1,0,0,0,1,0
837,65.0,9757,5,0.0,3,3,990.0,5,990,3,0,143000,15,7.0,440.0,0,1,1.0,1,0,0,0,1,0,0,1,0
2186,75.0,10215,4,132.0,3,3,864.0,5,948,3,0,111000,53,6.0,248.0,0,0,1.0,1,0,0,0,0,0,1,1,0
2400,72.0,11846,9,562.0,4,5,1792.0,5,1792,5,49,374000,3,9.0,2622.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1038,69.28709055876686,12735,4,0.0,3,3,864.0,3,864,3,0,111250,36,6.0,1152.0,0,1,0.0,0,1,0,1,0,0,0,1,0
1074,63.0,8849,9,616.0,5,5,1684.0,5,1684,5,72,266000,3,8.0,1128.0,1,1,1.0,1,0,0,0,0,0,1,1,0
2675,65.0,7800,5,0.0,3,4,793.0,3,1118,3,0,119900,67,7.0,820.0,1,0,0.0,0,1,0,0,0,1,1,0,0
14,85.0,10176,7,0.0,3,4,1300.0,4,1341,4,0,171500,20,8.0,1012.0,1,1,1.0,1,0,0,0,0,0,1,1,0
527,65.0,8125,7,100.0,4,4,1092.0,5,1550,4,168,241000,3,10.0,876.0,0,0,1.0,1,0,0,0,0,0,1,0,1
363,69.28709055876686,9248,6,106.0,3,4,1158.0,4,1167,4,26,173000,17,9.0,800.0,0,1,1.0,1,0,0,0,0,0,1,1,0
915,60.0,7200,7,0.0,4,4,560.0,5,1135,4,0,155000,73,8.0,1152.0,0,1,0.0,1,0,0,0,0,0,1,0,1
2069,91.0,11375,6,0.0,3,3,967.0,3,1299,4,0,150000,53,7.0,988.0,1,1,1.0,0,1,0,0,0,0,1,1,0
2151,66.0,16226,8,0.0,4,4,1028.0,5,2452,4,50,267000,9,12.0,1366.0,1,1,0.0,1,0,0,0,1,0,0,0,1
2776,78.0,10264,7,183.0,4,4,1588.0,5,1588,4,29,214000,7,8.0,944.0,0,1,1.0,1,0,0,0,1,0,0,1,0
930,78.0,15600,5,0.0,3,3,1067.0,2,1523,2,0,158000,60,10.0,295.0,1,0,1.0,0,0,1,0,0,0,1,0,0
197,53.0,6360,5,300.0,3,3,835.0,3,1453,4,0,132000,68,9.0,240.0,1,0,0.0,0,1,0,0,0,0,1,0,0
2811,84.0,10084,7,196.0,4,4,1552.0,5,1552,4,20,212900,1,9.0,2346.0,0,1,1.0,1,0,0,0,1,0,0,1,0
274,67.0,8777,3,0.0,3,3,0.0,3,640,3,0,84900,65,6.0,240.0,0,0,0.0,0,1,0,0,0,0,1,1,0
440,76.0,9591,8,262.0,4,5,1713.0,5,1713,5,26,274900,5,10.0,2568.0,1,0,1.0,1,0,0,0,0,0,1,1,0
690,80.0,7936,6,0.0,3,3,1045.0,3,1045,3,0,127000,46,8.0,264.0,1,0,1.0,0,1,0,1,0,0,0,1,0
1278,113.0,8513,5,0.0,3,3,1800.0,3,1800,3,0,130000,47,12.0,0.0,0,0,0.0,0,1,0,1,0,0,0,1,0
1329,69.28709055876686,7425,7,0.0,3,3,672.0,4,1668,4,0,108000,63,10.0,252.0,0,1,1.0,0,1,0,0,0,0,1,0,0
130,50.0,7207,5,0.0,3,3,858.0,4,858,3,0,116500,52,6.0,0.0,0,1,0.0,0,1,0,0,0,0,1,1,0
1086,80.0,9024,6,0.0,4,4,789.0,5,1515,4,75,179000,4,11.0,786.0,1,0,1.0,1,0,0,0,0,0,1,0,1
658,80.0,8146,4,0.0,4,2,405.0,4,1039,3,0,114000,109,7.0,281.0,0,0,0.0,0,0,1,0,0,1,1,0,1
1029,104.0,11361,6,160.0,3,4,1193.0,3,1523,3,0,180000,32,10.0,956.0,1,0,1.0,0,1,0,0,0,0,1,1,0
855,76.0,6950,5,40.0,3,3,914.0,3,914,3,0,134900,30,7.0,888.0,0,0,1.0,0,1,0,0,1,0,0,1,0
1140,65.0,8453,6,38.0,4,4,754.0,5,1609,4,70,182000,13,9.0,1050.0,0,0,1.0,1,0,0,0,0,0,1,0,1
419,65.0,7150,5,60.0,3,3,892.0,3,892,3,0,100000,42,6.0,288.0,0,0,1.0,0,1,0,1,0,0,0,1,0
2290,21.0,1936,4,0.0,3,4,630.0,4,630,3,0,84500,37,5.0,0.0,0,0,0.0,0,1,0,0,0,0,1,0,0
2368,21.0,1890,6,380.0,3,3,494.0,5,1030,3,0,116000,34,8.0,264.0,0,0,0.0,0,1,0,0,0,0,1,0,1
1921,75.0,9750,6,243.0,3,3,1442.0,4,1442,3,0,157900,49,9.0,301.0,0,0,1.0,0,1,0,1,0,0,0,1,0
2842,45.0,8248,4,0.0,3,3,864.0,3,1414,3,0,83000,84,9.0,0.0,1,0,0.0,0,0,1,0,0,0,1,0,0
225,65.0,7832,5,0.0,3,3,864.0,5,864,3,0,137250,42,6.0,280.0,0,1,0.0,0,1,0,0,0,0,1,1,0
1324,65.0,9750,5,164.0,3,3,984.0,4,984,2,0,110000,49,7.0,308.0,0,0,0.0,0,1,0,0,0,1,1,1,0
1495,69.28709055876686,9638,6,0.0,3,3,1029.0,3,1117,3,0,147000,31,8.0,1084.0,1,1,1.0,0,1,0,0,0,0,1,0,0
2405,48.0,5911,9,278.0,5,5,1560.0,5,1565,5,56,282500,1,9.0,1112.0,1,1,1.0,1,0,0,0,0,0,1,1,0
219,75.0,11625,5,0.0,3,3,1039.0,5,1039,3,0,131500,45,9.0,1008.0,0,0,1.0,1,0,0,0,0,0,1,1,0
1202,69.28709055876686,9130,6,252.0,3,3,800.0,4,1632,4,40,173000,42,10.0,968.0,0,0,1.0,0,1,0,0,0,0,1,0,1
164,71.0,8520,5,0.0,3,3,910.0,2,1385,3,0,166000,58,8.0,1440.0,0,0,0.0,0,1,0,1,0,0,0,0,0
2440,58.0,10852,6,0.0,3,4,959.0,5,1671,3,38,173000,6,11.0,944.0,1,0,1.0,1,0,0,0,0,0,1,0,1
573,35.0,3768,7,218.0,4,4,691.0,5,1452,4,34,156000,10,10.0,1012.0,0,0,0.0,1,0,0,0,0,0,1,0,1
2195,60.0,10896,6,0.0,2,3,1440.0,5,3395,2,110,200000,93,16.0,0.0,0,0,0.0,0,1,0,0,0,0,1,0,0
2899,69.28709055876686,8098,6,0.0,4,4,1381.0,5,1403,4,173,202000,6,8.0,940.0,0,0,1.0,0,0,0,0,0,0,1,1,0
2190,68.0,9450,4,0.0,3,3,894.0,5,894,3,0,110000,53,6.0,800.0,0,0,0.0,0,1,0,0,0,0,1,1,0
762,50.0,4280,4,0.0,3,2,560.0,5,704,2,0,88750,63,6.0,220.0,0,0,0.0,0,1,0,0,0,0,1,1,0
2529,80.0,10400,6,288.0,3,3,732.0,4,1790,3,0,165150,34,12.0,968.0,1,1,1.0,0,1,0,0,0,0,1,0,1
1100,80.0,9200,8,473.0,4,4,1470.0,4,2630,4,66,315000,10,12.0,2088.0,1,0,1.0,1,0,0,0,0,0,1,0,1
65,58.0,16770,7,30.0,4,4,1195.0,4,1839,3,81,221000,12,10.0,972.0,0,0,1.0,1,0,0,0,0,0,1,0,1
1967,80.0,8000,5,0.0,3,3,1377.0,3,1377,3,0,156500,47,8.0,351.0,1,0,1.0,0,1,0,1,0,0,0,1,0
162,60.0,8064,6,0.0,3,3,816.0,3,1224,3,0,132000,62,7.0,280.0,0,1,0.0,0,1,0,1,0,0,0,0,0
325,94.0,9400,6,0.0,3,3,912.0,3,1824,3,0,139000,39,12.0,0.0,0,1,0.0,0,1,0,0,0,0,1,0,1
1376,62.0,10106,5,0.0,3,3,644.0,4,1355,3,0,127500,68,9.0,0.0,0,1,0.0,0,0,1,0,0,0,1,0,0
1959,78.0,10496,6,320.0,3,3,1040.0,5,1846,3,0,143000,58,9.0,315.0,1,0,1.0,0,1,0,1,0,0,0,0,0
2086,58.0,9280,5,0.0,3,2,1342.0,5,1342,3,0,125000,56,9.0,256.0,0,0,0.0,0,1,0,0,0,0,1,1,0
1622,69.28709055876686,10147,6,32.0,3,4,392.0,4,1694,3,64,160000,13,10.0,796.0,1,1,0.0,1,0,0,0,0,0,1,0,0
813,64.0,7018,5,0.0,3,3,0.0,3,2240,3,0,142953,30,14.0,1056.0,0,1,0.0,0,0,0,0,0,0,1,0,1
1830,44.0,10751,5,44.0,3,2,1037.0,3,1037,3,47,129000,33,7.0,862.0,0,1,1.0,0,1,0,0,0,0,1,1,0
648,80.0,8480,5,0.0,3,3,793.0,3,793,2,0,113000,64,6.0,240.0,0,0,0.0,0,1,0,1,0,0,0,1,0
1243,80.0,11900,6,387.0,3,3,1392.0,3,1392,3,0,166000,51,9.0,916.0,1,0,1.0,0,1,0,1,0,0,0,1,0
2298,54.0,7244,5,0.0,3,4,768.0,5,768,3,0,129500,37,7.0,1248.0,0,1,0.0,0,1,0,0,0,0,1,0,0
60,108.0,14774,9,165.0,4,4,1393.0,5,2599,4,30,333168,11,13.0,2337.0,1,1,0.0,1,0,0,0,0,0,1,0,1
2197,55.0,10592,6,0.0,3,3,602.0,3,1502,4,0,165000,84,9.0,180.0,1,1,0.0,1,0,0,0,0,0,1,0,1
2636,62.0,9856,5,0.0,4,2,716.0,5,2014,3,72,169000,106,10.0,1248.0,0,0,0.0,1,0,0,0,0,1,1,0,1
1687,93.0,12030,8,254.0,5,5,1694.0,5,1694,4,228,318000,0,9.0,2454.0,0,1,1.0,1,0,0,0,0,0,1,1,0
113,69.28709055876686,10603,6,28.0,3,3,1610.0,4,1610,4,68,205000,33,9.0,960.0,1,1,1.0,1,0,0,0,0,0,1,1,0
2332,63.0,12292,9,184.0,4,5,1094.0,5,2473,4,39,356383,0,14.0,2025.0,1,1,0.0,1,0,0,0,0,0,1,0,1
970,75.0,12518,5,182.0,3,3,1008.0,4,1008,4,0,139500,41,7.0,384.0,0,1,1.0,0,1,0,0,0,0,1,1,0
2502,69.28709055876686,14541,8,0.0,4,4,1338.0,5,2520,4,55,310000,13,14.0,2388.0,1,1,1.0,1,0,0,0,0,0,1,0,1
809,64.0,7018,5,275.0,3,4,1086.0,3,1224,3,0,153337,30,10.0,1056.0,1,1,0.0,0,1,0,0,0,0,1,0,0
284,60.0,12180,4,0.0,3,4,672.0,2,924,2,0,80000,69,7.0,280.0,0,0,0.0,0,0,1,0,0,0,1,0,0
70,75.0,9000,8,36.0,4,4,1566.0,5,1566,4,168,262500,2,10.0,1500.0,0,1,1.0,1,0,0,0,0,0,1,1,0
357,59.0,7837,6,0.0,4,4,799.0,4,1571,3,40,178000,16,10.0,760.0,1,0,1.0,1,0,0,0,0,0,1,0,1
1738,73.0,8499,6,0.0,3,4,616.0,5,1412,4,36,156932,1,9.0,864.0,1,0,0.0,1,0,0,0,0,0,1,0,1
1742,53.0,3922,7,72.0,4,5,1258.0,5,1258,4,16,172500,1,8.0,1944.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1420,69.28709055876686,9771,6,190.0,4,4,1077.0,5,2814,4,32,260000,13,13.0,1228.0,1,1,0.0,1,0,0,0,0,0,1,0,1
2431,60.0,21930,5,0.0,4,4,732.0,5,1838,3,40,192140,1,10.0,744.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1273,70.0,7931,5,0.0,3,3,1269.0,3,1269,3,0,155000,48,8.0,308.0,1,0,0.0,0,1,0,1,0,0,0,1,0
1108,91.0,10010,7,320.0,4,4,1080.0,5,2197,4,99,287500,15,13.0,2349.0,1,1,1.0,1,0,0,0,0,0,1,0,1
296,66.0,9042,7,0.0,5,3,1152.0,5,2340,4,60,266500,69,11.0,252.0,1,0,1.0,0,0,0,0,0,0,1,0,1
1854,50.0,9466,8,0.0,4,4,1494.0,5,1494,4,30,279700,13,8.0,956.0,1,0,1.0,1,0,0,0,0,0,1,1,0
1686,90.0,11694,9,452.0,5,5,1822.0,5,1828,4,108,314813,0,11.0,2322.0,1,0,1.0,1,0,0,0,0,0,1,1,0
681,71.0,7350,5,0.0,3,3,1041.0,4,1041,3,0,128000,51,7.0,294.0,0,0,1.0,0,1,0,1,0,0,0,1,0
2423,69.28709055876686,2938,7,40.0,4,4,1368.0,5,1511,4,30,246990,4,8.0,796.0,1,1,1.0,1,0,0,0,0,0,1,1,0
668,83.0,10143,6,295.0,3,3,1380.0,2,1380,3,0,154000,46,8.0,364.0,0,0,1.0,0,1,0,1,0,0,0,1,0
1023,69.28709055876686,12227,6,424.0,3,4,1330.0,3,2872,3,282,272000,31,15.0,1238.0,1,1,1.0,0,1,0,0,0,0,1,0,1
2651,42.0,7614,3,0.0,3,3,738.0,4,1376,3,0,96900,101,8.0,216.0,0,0,0.0,0,0,1,0,0,1,1,0,1
2790,90.0,11367,8,210.0,4,4,1065.0,5,1989,4,60,255000,4,11.0,1172.0,1,1,1.0,1,0,0,0,1,0,0,0,1
310,85.0,11050,8,0.0,4,4,1049.0,5,1916,4,70,254900,12,12.0,2223.0,1,0,1.0,1,0,0,0,0,0,1,0,1
876,70.0,9100,7,0.0,4,4,1212.0,5,1212,4,0,178000,8,8.0,1146.0,0,1,1.0,1,0,0,0,1,0,0,1,0
1569,76.0,10260,5,0.0,3,3,0.0,3,1872,3,0,100000,32,12.0,968.0,0,0,1.0,0,1,0,0,0,0,1,0,1
1541,56.0,26073,5,0.0,3,3,1898.0,5,1898,3,51,236500,52,10.0,968.0,1,0,1.0,1,0,0,0,0,0,1,1,0
2100,93.0,10481,8,0.0,4,4,2140.0,5,2140,4,32,360000,1,11.0,2682.0,0,1,1.0,1,0,0,0,1,0,0,1,0
522,85.0,9187,9,162.0,5,5,1766.0,5,1766,5,130,370878,0,11.0,1434.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1118,73.0,9801,8,156.0,4,4,1341.0,5,1861,4,60,257000,1,10.0,2553.0,1,1,0.0,1,0,0,0,0,0,1,0,1
382,80.0,10400,7,189.0,3,4,1090.0,3,1370,3,0,152000,33,8.0,958.0,1,0,1.0,0,1,0,0,0,0,1,1,0
2872,69.28709055876686,16381,6,312.0,4,3,1844.0,4,1844,4,73,223000,37,10.0,1080.0,1,0,1.0,0,1,0,0,0,0,1,1,0
45,100.0,12919,9,760.0,5,5,2330.0,5,2364,5,67,611657,1,15.0,2460.0,1,0,1.0,1,0,0,0,0,0,1,1,0
2838,60.0,9738,5,0.0,3,3,784.0,4,1221,3,0,104900,82,9.0,392.0,0,0,1.0,0,0,1,0,0,0,1,0,0
1877,79.0,10289,5,168.0,3,3,1073.0,3,1073,3,0,156000,42,9.0,1030.0,0,0,1.0,0,1,0,1,0,0,0,1,0
1169,69.28709055876686,4538,9,179.0,4,5,1310.0,5,1310,4,45,285000,7,8.0,1090.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1244,75.0,9464,6,135.0,3,3,1080.0,4,1080,3,0,136000,50,6.0,288.0,0,0,1.0,0,1,0,1,0,0,0,1,0
1859,80.0,9600,6,360.0,4,3,528.0,5,1855,3,100,187000,31,10.0,1024.0,1,1,1.0,0,1,0,0,0,0,1,0,0
785,69.28709055876686,12342,4,0.0,3,3,861.0,5,861,3,0,82500,69,5.0,1078.0,0,1,0.0,0,1,0,0,0,0,1,1,0
2063,71.0,8197,6,148.0,3,3,660.0,5,1285,3,0,143500,30,9.0,1056.0,1,1,1.0,0,1,0,0,0,0,1,1,0
1637,98.0,12328,8,146.0,4,5,1149.0,5,2541,5,32,349265,2,15.0,2187.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1465,41.0,10905,7,0.0,4,4,1129.0,5,2327,4,57,240000,5,12.0,1192.0,1,0,0.0,1,0,0,0,1,0,0,0,1
2696,60.0,9786,3,0.0,3,3,1007.0,2,1077,3,100,91000,84,7.0,210.0,1,0,0.0,0,0,1,0,0,0,1,1,0
2635,70.0,7000,5,0.0,3,3,1025.0,3,1025,3,80,124000,44,8.0,0.0,0,1,0.0,0,1,0,1,0,0,0,0,0
2923,63.0,9297,5,0.0,3,3,1728.0,3,1728,3,0,188000,30,12.0,1120.0,0,0,0.0,0,1,0,0,0,0,1,1,0
850,67.0,16285,7,0.0,4,4,1413.0,5,1430,4,33,187100,8,8.0,1210.0,0,0,1.0,1,0,0,0,1,0,0,1,0
722,50.0,9000,7,0.0,3,3,650.0,5,1482,3,0,143000,89,9.0,648.0,0,0,0.0,1,0,0,0,0,1,1,0,1
405,21.0,1680,5,142.0,3,3,630.0,3,1302,3,0,112000,38,9.0,280.0,0,0,0.0,0,1,0,0,0,0,1,0,1
1398,69.28709055876686,10200,5,0.0,3,4,864.0,5,904,4,0,144000,38,6.0,2736.0,0,1,0.0,1,0,0,0,0,0,1,0,0
512,76.0,9139,8,206.0,4,5,1422.0,5,1432,4,50,245000,3,9.0,984.0,1,1,1.0,1,0,0,0,0,0,1,1,0
2746,50.0,7585,5,0.0,3,2,810.0,2,1456,3,0,91500,58,10.0,280.0,1,0,0.0,0,1,0,0,0,0,1,0,0
1861,94.0,17778,8,0.0,4,4,2461.0,4,2497,4,0,373000,26,10.0,1352.0,1,1,1.0,0,1,0,0,0,0,1,1,0
1372,82.0,9488,5,0.0,4,3,1046.0,4,1054,3,60,124000,61,7.0,240.0,0,0,0.0,0,1,0,0,0,0,1,1,0
2748,88.0,12128,6,232.0,4,4,868.0,5,2559,5,245,209000,17,12.0,1012.0,1,0,1.0,0,1,0,0,0,0,1,0,1
935,24.0,1612,6,0.0,3,4,561.0,3,1229,3,0,121000,29,7.0,924.0,1,1,1.0,0,1,0,0,0,0,1,0,1
2772,69.28709055876686,8685,7,0.0,3,4,1425.0,5,1425,3,130,193000,8,8.0,1182.0,0,0,1.0,1,0,0,0,1,0,0,1,0
1156,95.0,19508,6,144.0,3,3,1430.0,3,1430,3,108,192000,34,9.0,968.0,1,1,1.0,0,1,0,0,0,0,1,1,0
874,69.28709055876686,9375,7,573.0,3,4,1057.0,5,2034,4,36,219500,12,12.0,1290.0,0,1,1.0,1,0,0,0,1,0,0,0,1
366,69.28709055876686,5814,8,0.0,4,4,1220.0,4,1360,4,0,187500,25,6.0,1130.0,1,1,1.0,0,1,0,0,0,0,1,1,0
1318,35.0,6300,6,0.0,3,3,742.0,5,1484,3,291,128000,94,11.0,0.0,1,0,0.0,0,1,0,0,0,1,1,0,0
1938,55.0,7150,4,0.0,3,3,1190.0,4,1540,2,0,115000,52,9.0,352.0,0,0,0.0,1,0,0,1,0,0,0,0,0
1203,69.28709055876686,12122,7,210.0,5,3,944.0,4,999,5,76,178400,47,8.0,1176.0,0,1,1.0,0,1,0,1,0,0,0,0,0
2883,60.0,8520,3,0.0,3,2,216.0,2,936,3,0,78000,90,7.0,0.0,0,0,0.0,1,0,0,0,0,0,1,0,0
361,69.28709055876686,9636,6,0.0,3,4,808.0,4,1593,3,40,178000,17,10.0,778.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1690,110.0,14333,8,0.0,4,4,2108.0,5,2122,4,142,345474,0,11.0,2814.0,1,1,1.0,1,0,0,0,0,0,1,1,0
919,53.0,10918,7,0.0,4,4,1276.0,5,2080,4,0,234000,83,11.0,282.0,1,0,0.0,0,0,1,0,0,0,1,0,1
132,80.0,9920,5,110.0,3,3,1056.0,3,1063,3,0,128000,56,8.0,280.0,0,0,1.0,0,1,0,1,0,0,0,1,0
364,69.28709055876686,10762,7,344.0,4,4,978.0,5,1983,4,0,225000,10,12.0,980.0,1,0,1.0,1,0,0,0,0,0,1,0,1
2670,63.0,4761,3,0.0,2,3,1020.0,2,1020,2,0,64500,88,6.0,0.0,0,0,0.0,0,0,1,0,0,0,1,0,0
1228,63.0,7584,5,88.0,3,3,1036.0,5,1036,3,24,112900,55,6.0,312.0,0,1,1.0,0,1,0,1,0,0,0,1,0
2377,24.0,2280,7,0.0,3,3,1055.0,3,1055,3,29,137500,30,7.0,319.0,0,0,1.0,0,1,0,0,0,0,1,1,0
782,69.28709055876686,11250,4,0.0,3,3,1104.0,5,1788,3,0,161500,52,10.0,304.0,1,1,1.0,0,1,0,0,0,0,1,0,0
856,61.0,8800,5,0.0,3,4,1040.0,3,1040,4,0,150500,32,7.0,968.0,0,0,0.0,0,1,0,0,1,0,0,1,0
2851,96.0,13132,5,0.0,3,4,747.0,4,1784,3,40,138887,92,11.0,180.0,0,1,0.0,0,0,1,0,0,0,1,0,1
2830,24.0,2522,7,50.0,4,4,970.0,5,1709,4,40,130000,2,9.0,760.0,0,0,0.0,1,0,0,0,0,0,1,0,1
2160,65.0,8450,7,0.0,4,4,1337.0,5,1337,4,39,185000,4,9.0,1062.0,0,0,1.0,1,0,0,0,1,0,0,1,0
380,80.0,9600,8,0.0,4,4,2524.0,3,2524,4,120,278000,28,13.0,1084.0,1,1,1.0,1,0,0,0,0,0,1,1,0
2168,70.0,9170,5,0.0,3,3,1214.0,5,1214,3,0,140000,42,8.0,922.0,0,0,0.0,0,1,0,0,0,0,1,1,0
1588,85.0,11447,8,674.0,4,5,1964.0,5,1964,4,265,370000,3,11.0,2676.0,1,0,1.0,1,0,0,0,0,0,1,1,0
141,69.28709055876686,8050,5,150.0,3,3,1143.0,3,1143,3,0,136000,51,8.0,308.0,0,0,1.0,0,1,0,1,0,0,0,1,0
2769,57.0,8846,5,0.0,4,4,870.0,5,914,3,0,148000,10,6.0,1152.0,0,0,0.0,1,0,0,0,1,0,0,0,0
1491,65.0,6500,6,84.0,3,3,1127.0,3,1127,3,0,135000,32,9.0,960.0,1,0,0.0,0,1,0,0,0,0,1,1,0
792,50.0,9350,6,0.0,3,3,747.0,5,1639,4,50,154400,63,8.0,240.0,1,0,0.0,0,1,0,0,0,0,1,0,1
1960,60.0,7200,5,0.0,3,3,876.0,3,988,3,80,119000,57,7.0,276.0,0,0,1.0,0,1,0,1,0,0,0,1,0
2534,72.0,8640,5,300.0,3,4,900.0,5,1770,3,60,155000,38,10.0,1060.0,0,0,1.0,0,1,0,1,0,0,0,0,1
1479,85.0,11058,7,212.0,4,4,1564.0,5,1564,4,24,218836,1,8.0,2442.0,0,0,1.0,1,0,0,0,1,0,0,1,0
1551,75.0,6000,5,0.0,2,4,624.0,5,1656,3,180,126000,41,9.0,288.0,1,0,1.0,0,1,0,0,0,0,1,0,0
2904,125.0,31250,1,0.0,3,3,0.0,3,1600,3,0,81500,55,8.0,270.0,0,0,1.0,0,1,0,0,0,0,1,1,0
1366,69.28709055876686,7920,6,0.0,3,3,319.0,3,1406,2,144,89500,88,7.0,0.0,0,0,0.0,0,1,0,0,0,0,1,0,0
1874,80.0,10800,6,203.0,3,3,1052.0,3,1052,3,133,127000,44,8.0,311.0,0,0,1.0,0,1,0,0,0,0,1,1,0
1316,60.0,9600,7,0.0,3,3,689.0,5,1378,4,0,161000,80,9.0,720.0,1,0,0.0,0,0,1,0,0,1,1,0,1
1136,66.0,13695,5,0.0,3,3,1114.0,5,1114,4,102,159000,4,9.0,1152.0,0,0,0.0,1,0,0,0,0,0,1,1,0
2694,50.0,8600,6,0.0,3,3,780.0,3,1376,3,0,119500,69,9.0,198.0,1,0,0.0,0,0,1,0,0,0,1,0,0
1079,36.0,2448,7,106.0,4,4,764.0,5,1626,4,27,154000,5,10.0,948.0,0,0,0.0,1,0,0,0,0,0,1,0,1
299,35.0,3907,8,0.0,4,4,982.0,4,1034,4,36,185000,21,6.0,1196.0,1,1,1.0,0,1,0,0,0,0,1,1,0
1381,68.0,10265,5,0.0,3,3,992.0,5,992,4,0,145000,41,8.0,294.0,0,1,1.0,0,1,0,0,0,0,1,1,0
1941,75.0,9532,4,0.0,3,3,1105.0,4,1647,3,0,153000,54,8.0,280.0,1,1,1.0,0,1,0,1,0,0,0,1,0
1986,50.0,6000,4,0.0,3,3,960.0,4,960,2,0,108500,87,6.0,308.0,0,0,0.0,1,0,0,0,0,1,1,1,0
1647,78.0,12090,7,306.0,4,4,725.0,5,1479,4,72,176000,26,9.0,968.0,1,1,1.0,0,1,0,0,0,0,1,0,1
983,69.28709055876686,9101,5,104.0,3,4,1097.0,5,1110,4,30,165500,31,6.0,1204.0,1,1,1.0,1,0,0,0,0,0,1,0,0
2032,57.0,7449,7,0.0,3,3,637.0,5,1108,4,0,139400,77,7.0,280.0,1,0,1.0,1,0,0,0,0,0,1,0,0
154,65.0,7898,4,0.0,3,3,576.0,4,985,3,0,105000,90,6.0,1352.0,0,0,0.0,0,0,1,1,0,0,0,1,0
2388,108.0,13418,8,132.0,4,5,1117.0,5,2452,4,32,309000,2,13.0,2073.0,1,1,0.0,1,0,0,0,0,0,1,0,1
195,50.0,6000,6,0.0,3,3,608.0,3,1132,3,0,134000,71,7.0,240.0,0,0,0.0,0,0,1,0,0,0,1,0,0
1704,76.0,9591,8,344.0,4,5,1143.0,5,2473,4,151,317000,3,12.0,2556.0,1,1,0.0,1,0,0,0,0,0,1,0,1
1075,89.0,8232,9,714.0,5,5,1800.0,5,1800,5,0,370967,1,9.0,2832.0,1,1,1.0,1,0,0,0,0,0,1,1,0
1375,80.0,17120,4,0.0,3,3,0.0,3,1588,3,59,134432,49,9.0,1360.0,1,0,0.0,0,1,0,0,0,0,1,0,0
537,96.0,10628,7,0.0,4,4,835.0,5,1812,4,91,193000,5,11.0,956.0,0,1,0.0,1,0,0,0,0,0,1,0,1
281,64.0,6410,4,0.0,3,3,960.0,5,960,3,0,90000,52,6.0,0.0,0,0,0.0,0,1,0,0,0,0,1,1,0
2131,68.0,9543,7,0.0,4,4,845.0,5,1690,4,103,190550,6,10.0,1034.0,0,0,1.0,1,0,0,0,1,0,0,0,1
